,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,,
[31823,662.532,222.8726889,181.8946963,1.225284154,0.57785815,32274,201.2915846,0.774847821,0.91103962,0.903168466,0.00700351,0.002874555,0.815713278],
[31837,656.404,224.9125542,180.4394219,1.246471264,0.596968354,32238,201.3358572,0.785245659,0.928537748,0.89517394,0.007064502,0.002798279,0.801336382],
[31915,640.718,216.3203615,188.0653069,1.150240653,0.494138341,32184,201.5823407,0.777655945,0.976946683,0.93186947,0.006778015,0.003152845,0.868380709],
[31972,639.974,213.6874805,190.6449473,1.120866215,0.451705439,32246,201.7622728,0.772270531,0.980968377,0.944193232,0.006683582,0.003276669,0.891500859],
[31992,640.338,212.8873637,191.4872537,1.111757361,0.436968432,32258,201.8253689,0.774212284,0.980466376,0.948038274,0.006654394,0.003315826,0.898776569],
[31994,654.535,212.1713961,192.4225318,1.102632806,0.421302377,32391,201.8316774,0.789741311,0.938453277,0.951267141,0.0066316,0.003349716,0.904909174],
[32015,653.676,212.9299893,191.8101346,1.110108127,0.43420694,32375,201.897905,0.761880964,0.941538949,0.948189147,0.006650945,0.003316218,0.899062659],
[32026,654.237,230.9790674,176.9318083,1.305469433,0.642831065,32349,201.9325869,0.779448988,0.940247873,0.874246265,0.007212236,0.002598872,0.764306531],
[32038,645.085,224.4823211,181.9408668,1.233820224,0.5857513,32308,201.970415,0.770514671,0.967478615,0.899716352,0.007006752,0.002832168,0.809489514],
[32044,652.651,216.1471468,188.9705403,1.143813985,0.48544352,32395,201.9893264,0.778069153,0.945354229,0.934499156,0.006745324,0.003173206,0.873288673],
[32057,642.082,215.9182853,189.3033869,1.140593884,0.48097147,32301,202.030295,0.779804909,0.977128658,0.935679416,0.006735449,0.003184598,0.875495969],
[32066,669.313,236.436655,173.2308993,1.364864213,0.680580172,32481,202.058653,0.780878628,0.899489569,0.854599524,0.007373438,0.002426053,0.730340347],
[32109,663.582,224.4723523,182.3644962,1.230899418,0.583080944,32567,202.1940863,0.767625332,0.9163206,0.90075274,0.006990948,0.002838822,0.811355498],
[32114,648.566,222.6575074,183.8290361,1.211220556,0.564236127,32393,202.2098285,0.760670804,0.9593916,0.908165329,0.006933347,0.002909259,0.824764265],
[32167,654.893,217.960517,188.2047159,1.158103377,0.504381753,32521,202.3766203,0.76059302,0.942496457,0.928501286,0.006775904,0.003106541,0.862114638],
[32213,658.216,221.4811143,185.2954324,1.195286422,0.547784367,32585,202.5212716,0.762907351,0.934338332,0.914395217,0.00687552,0.002964975,0.836118613],
[32218,653.595,222.7560714,184.4046839,1.207974042,0.560975566,32566,202.5369884,0.754431565,0.947743902,0.90923218,0.006914025,0.002914808,0.826703157],
[32233,665.493,221.2336837,185.5923729,1.192040817,0.54428951,32710,202.5841313,0.775204425,0.91458402,0.915702021,0.006863577,0.002976782,0.838510191],
[32251,644.051,220.9809628,186.0277835,1.187892253,0.539747143,32514,202.6406883,0.764060649,0.977040422,0.917005183,0.00685191,0.002988674,0.840898506],
[32258,654.808,220.8040301,186.2777558,1.185348348,0.536918908,32612,202.6626784,0.775805676,0.945408164,0.917839581,0.006844939,0.002996515,0.842429496],
[32262,652.419,222.6986563,184.5129929,1.206953791,0.559941518,32563,202.6752432,0.781313572,0.952462642,0.910087409,0.006902816,0.002921047,0.828259093],
[32279,646.556,218.1816038,188.5531418,1.15713587,0.503143726,32623,202.7286345,0.790183599,0.970325944,0.929173821,0.006759243,0.00310789,0.86336399],
[32323,649.59,217.3714574,189.591319,1.146526426,0.489149967,32615,202.8667587,0.784843629,0.962593368,0.933272294,0.006724978,0.003147053,0.870997175],
[32338,653.602,221.4113413,186.136273,1.189512059,0.541530905,32672,202.9138251,0.782490866,0.951253518,0.916456329,0.006846785,0.002979295,0.839892203],
[32355,657.166,221.279621,186.3604099,1.18737462,0.539174328,32720,202.9671537,0.783793605,0.941458316,0.917242866,0.006839117,0.002986188,0.841334475],
[32368,675.385,221.6580649,186.1762293,1.190581987,0.542701939,32806,203.0079249,0.759099437,0.891708502,0.915860765,0.006848062,0.002972113,0.838800941],
[32376,643.009,219.1300137,188.3004274,1.163725525,0.511456521,32608,203.0330109,0.784302326,0.984008731,0.926541314,0.006768286,0.00307693,0.858478807],
[32433,653.76,219.8366971,188.0092368,1.169286684,0.518261408,32775,203.2116585,0.769320176,0.953586944,0.924375508,0.00677818,0.003052717,0.854470079],
[32465,653.85,225.2024494,183.6920946,1.225977906,0.578509868,32767,203.3118831,0.765034405,0.954265043,0.902796056,0.006936777,0.002842471,0.815040719],
[32514,649.012,221.4454899,187.1344232,1.183349841,0.534673644,32843,203.4652564,0.7849831,0.970006874,0.918805149,0.006810774,0.002994125,0.844202902],
[32518,651.651,221.2627854,187.2561106,1.181605154,0.532696427,32811,203.4777716,0.758915235,0.962284651,0.919620402,0.006804317,0.003001917,0.845701683],
[32518,655.131,220.8211992,187.6655865,1.176673909,0.527019605,32842,203.4777716,0.794032183,0.952088655,0.921459408,0.006790737,0.003019962,0.849087441],
[32525,663.914,225.0778556,184.2147342,1.221823306,0.574579254,33000,203.4996712,0.769057978,0.927264249,0.904130132,0.006920149,0.002852456,0.817451295],
[32578,657.571,227.037574,182.8423057,1.241712486,0.592813998,32901,203.6654067,0.781922043,0.946779791,0.89705595,0.006969046,0.002783756,0.804709378],
[32581,649.583,224.4241779,184.9234713,1.213605695,0.566603091,32851,203.6747839,0.772061611,0.970297635,0.907543857,0.006888192,0.002882408,0.823635852],
[32615,664.789,218.1467463,191.002277,1.142115946,0.483095172,33016,203.7810289,0.808562858,0.927383997,0.934146543,0.00668854,0.003141747,0.872629764],
[32622,657.009,235.2708698,177.1581895,1.328027061,0.658024288,32902,203.802896,0.779311992,0.949681133,0.866247896,0.007212031,0.002504991,0.750385418],
[32698,653.049,225.0141906,185.1437243,1.215348733,0.568317852,32994,204.0401594,0.767684831,0.963472928,0.906787962,0.006881589,0.002870063,0.822264408],
[32705,654.454,223.8758675,186.1499298,1.20266426,0.555543833,33021,204.0619987,0.779469946,0.959545923,0.911496183,0.00684531,0.00291469,0.830825292],
[32713,660.043,215.4163208,193.4864621,1.113340533,0.43959156,33020,204.0869551,0.799516082,0.943595321,0.947407115,0.006585037,0.003272537,0.897580242],
[32729,656.679,214.2657207,194.793825,1.099961565,0.416528466,33066,204.1368587,0.769153036,0.953753937,0.952727566,0.006546663,0.003327167,0.907689816],
[32774,660.614,222.8700513,187.4792477,1.188771846,0.540717403,33120,204.2771471,0.790153816,0.943721321,0.916575134,0.006800209,0.002960563,0.840109976],
[32775,649.807,220.0250995,189.8094038,1.159189666,0.505764488,33062,204.2802636,0.772630835,0.975402341,0.928440728,0.006713199,0.00307699,0.862002186],
[32795,651.03,225.2102521,185.6002312,1.213415795,0.566415511,33091,204.3425821,0.775992617,0.972334053,0.907341385,0.006867213,0.002871066,0.82326839],
[32796,654.824,223.1453687,187.4192621,1.190621317,0.542744878,33111,204.3456976,0.800820453,0.961128742,0.915751462,0.006804042,0.002951598,0.83860074],
[32799,653.729,219.9055494,190.1123396,1.156713709,0.502601593,33087,204.3550436,0.746177996,0.964439446,0.929285523,0.006704642,0.003084267,0.863571584],
[32829,658.101,221.5995,189.0026275,1.172467827,0.522071263,33154,204.4484801,0.789785166,0.952538233,0.922603526,0.006750114,0.003016833,0.851197267],
[32836,669.19,218.4060038,191.7587728,1.138962252,0.478674896,33225,204.4702758,0.80291471,0.92142762,0.936193476,0.006651419,0.003151785,0.876458224],
[32849,664.105,230.7223076,181.7436855,1.269492841,0.616038378,33245,204.5107474,0.746568182,0.935962647,0.886393473,0.007023724,0.002674566,0.785693388],
[32870,655.512,220.3581629,190.0206598,1.159653709,0.506352834,33198,204.5761077,0.781242573,0.961276389,0.928379984,0.00670393,0.003071937,0.861889394],
[32885,659.728,227.0674037,184.5596932,1.230319577,0.582547095,33225,204.6227808,0.785669916,0.949462632,0.90115436,0.006904893,0.002808882,0.81207918],
[32920,671.612,219.0931338,191.4622125,1.144315272,0.486132629,33376,204.7316434,0.777974713,0.917134004,0.934450294,0.00665532,0.00313021,0.873197353],
[32925,656.646,225.1281702,186.4615283,1.207370616,0.560364527,33252,204.7471905,0.768683025,0.959562001,0.909469438,0.006837606,0.002885601,0.827134659],
[32934,668.197,221.4087308,189.6018111,1.167756413,0.516407505,33401,204.7751722,0.776708646,0.926926508,0.924873972,0.006722801,0.003034312,0.855391863],
[32947,668.231,209.6932927,200.2495993,1.047159612,0.296720861,33336,204.8155836,0.765319396,0.927198033,0.97673884,0.006364564,0.003573241,0.954018762],
[32951,688.26,226.6490462,185.5215755,1.221685649,0.574447868,33524,204.8280162,0.770801656,0.874124721,0.903723266,0.006878366,0.002830133,0.816715741],
[32988,676.797,224.7517099,187.1772945,1.20074238,0.553546741,33461,204.9429826,0.766699205,0.905000877,0.911863953,0.006813135,0.002905675,0.831495868],
[33006,669.769,223.5277491,188.2429412,1.187442927,0.539249994,33458,204.9988888,0.757018349,0.924597414,0.917107114,0.006772337,0.002955279,0.841085458],
[33010,665.85,224.9712592,186.8900915,1.203762369,0.556677424,33374,205.0113104,0.791587732,0.935626643,0.911277783,0.006815246,0.002899108,0.830427198],
[33013,652.684,223.7818539,188.0291423,1.190144523,0.542223823,33289,205.020626,0.789784689,0.973842946,0.916162872,0.006778598,0.002945848,0.839354409],
[33019,655.703,224.4502114,187.5026272,1.197051022,0.549663318,33340,205.0392561,0.764328704,0.965071386,0.913517768,0.006797608,0.002920141,0.834514712],
[33051,663.071,218.9513714,192.4739417,1.137563711,0.476689675,33423,205.1385878,0.777926846,0.94465755,0.936913921,0.006624652,0.003148775,0.877807695],
[33058,655.511,224.4458788,187.8781612,1.194635275,0.547087283,33320,205.1603102,0.799274662,0.96677736,0.914074748,0.006789457,0.00292376,0.835532645],
[33062,667.966,222.0391436,189.7813412,1.169973519,0.51908899,33439,205.1727219,0.77866227,0.931172778,0.924038522,0.006715841,0.003020233,0.853847189],
[33078,659.456,235.5600775,178.9312328,1.316483846,0.650391531,33333,205.2223615,0.787721471,0.955822961,0.871210282,0.007121352,0.002530662,0.759007355],
[33078,652.214,221.3869025,190.3548121,1.163022358,0.510582618,33327,205.2223615,0.772417336,0.977167183,0.926985107,0.006692874,0.003048481,0.859301388],
[33089,663.915,217.3358221,194.2070489,1.119093377,0.448903019,33466,205.2564817,0.774410223,0.94334064,0.944420849,0.00656822,0.003223218,0.891930741],
[33090,653.809,228.406675,184.6885548,1.236712666,0.588365282,33352,205.2595833,0.769355964,0.972758069,0.898658427,0.006902589,0.002776965,0.807586968],
[33143,648.385,222.5263095,189.7373793,1.172812181,0.522480157,33377,205.4238989,0.769979556,0.9906854,0.923144321,0.006714127,0.003007791,0.852195437],
[33159,653.801,222.4440287,189.98042,1.170878708,0.520175444,33415,205.4734778,0.788111423,0.974810341,0.923708669,0.006708406,0.003012584,0.853237706],
[33168,680.621,234.315548,180.5827539,1.297552191,0.637220052,33542,205.5013606,0.761240274,0.899742964,0.877028274,0.007064506,0.002578196,0.769178593],
[33171,654.338,222.253649,190.3614532,1.167534946,0.516138043,33429,205.5106541,0.790237278,0.973563187,0.924667176,0.00670024,0.003021425,0.855009387],
[33194,664.658,232.3085443,182.0856017,1.275820505,0.621001572,33520,205.5818899,0.773698809,0.944219534,0.88495191,0.00699851,0.002647671,0.783139883],
[33236,660.788,210.8580025,200.9273673,1.049424005,0.303273094,33611,205.711909,0.76828479,0.956520582,0.975594507,0.006344265,0.003545182,0.951784642],
[33248,660.068,230.9698347,183.4292487,1.259176693,0.607696024,33511,205.7490422,0.787661984,0.958954568,0.890804821,0.006946879,0.002698359,0.793533229],
[33251,658.962,217.452163,194.9834825,1.115233763,0.442693503,33565,205.7583245,0.757943925,0.962263101,0.946223398,0.006539718,0.003233803,0.895338718],
[33276,704.493,234.7881384,180.705496,1.299286096,0.6384619,33857,205.8356604,0.759656652,0.842534348,0.876686794,0.00705578,0.002571003,0.768579735],
[33316,670.587,229.2180829,185.2793615,1.237148493,0.588756561,33699,205.9593374,0.782616866,0.931005952,0.898530058,0.00688012,0.002766344,0.807356266],
[33319,668.601,225.0172378,188.8365103,1.191598158,0.543808892,33732,205.9686102,0.7960388,0.936629385,0.915345918,0.006753421,0.002924453,0.83785815],
[33325,674.433,223.8254842,189.7357064,1.179669807,0.530484185,33701,205.9871545,0.798969072,0.920666621,0.920302508,0.006716444,0.00297195,0.846956707],
[33330,653.776,224.3601667,189.4313875,1.184387496,0.535842011,33580,206.0026068,0.790184922,0.979912348,0.918178168,0.006731478,0.002951196,0.843051148],
[33333,679.262,220.5312914,192.7167056,1.144328878,0.486151306,33834,206.0118777,0.772240756,0.907840655,0.934161662,0.006616005,0.003107876,0.87265801],
[33338,659.103,232.2637945,182.9185092,1.269766497,0.616255393,33639,206.0273281,0.776747437,0.964368085,0.887040223,0.006966938,0.002660694,0.786840358],
[33344,661.508,225.3180561,188.668526,1.194253546,0.54667768,33692,206.0458672,0.763352487,0.957540959,0.914466735,0.006757379,0.002914941,0.83624941],
[33382,659.434,222.8701044,190.920249,1.167346605,0.515908654,33730,206.1632423,0.781688327,0.964671718,0.925037671,0.006676356,0.003015483,0.855694693],
[33399,664.701,221.5599425,192.0898879,1.153418042,0.498328415,33752,206.2157306,0.761491108,0.949927944,0.930744648,0.00663373,0.003070858,0.866285599],
[33421,654.804,219.5440823,194.0253903,1.131522436,0.46793088,33691,206.2836368,0.763385107,0.979504999,0.939600078,0.006569046,0.003158306,0.882848306],
[33423,659.036,224.1680528,189.9810797,1.179949356,0.530804973,33707,206.289809,0.772982724,0.967023472,0.920246246,0.006707,0.002967046,0.846853153],
[33427,665.61,228.223182,186.6258656,1.222891486,0.575596241,33789,206.3021528,0.754491694,0.948129347,0.903949156,0.00682751,0.002812018,0.817124077],
[33429,658.605,229.4460905,185.6980934,1.235586679,0.587351259,33713,206.3083245,0.791743641,0.968463377,0.899158159,0.006863684,0.00276746,0.808485396],
[33431,666.841,219.9074077,193.6804685,1.135413444,0.473606709,33788,206.3144959,0.788708802,0.94474509,0.938188022,0.006577949,0.003143618,0.880196765],
[33433,657.349,225.0025125,189.5660154,1.186934863,0.538686621,33708,206.3206672,0.776807082,0.972284135,0.916970503,0.006729953,0.002935035,0.840834904],
[33446,656.077,224.2339338,190.2565986,1.178586895,0.529237524,33713,206.3607759,0.767814509,0.97643744,0.920292359,0.006704357,0.002966471,0.846938026],
[33447,664.412,226.1186154,188.7406408,1.198038824,0.550708725,33791,206.3638608,0.770224525,0.952120901,0.912635435,0.006760505,0.002892999,0.832903437],
[33459,655.414,219.1299474,194.5431002,1.12638252,0.460233577,33765,206.4008768,0.786308517,0.978794213,0.941910858,0.006549208,0.003179858,0.887196064],
[33468,659.987,224.4599389,189.9543464,1.181652029,0.53274976,33748,206.4286344,0.792329545,0.965536869,0.91966805,0.006706703,0.002959465,0.845789323],
[33498,657.523,227.9380769,187.3160543,1.21686354,0.569797937,33745,206.5211327,0.781494961,0.973658914,0.906040516,0.006804528,0.002828579,0.820909416],
[33534,657.067,218.8447518,195.1928536,1.121171948,0.452185632,33793,206.6320761,0.783504673,0.976058644,0.944194798,0.006526056,0.003199462,0.891503816],
[33538,658.284,227.5186814,187.9440519,1.210566012,0.563582376,33800,206.6443995,0.760516111,0.972569007,0.908252449,0.006783907,0.002847646,0.82492251],
[33539,662.418,223.6835362,191.2006021,1.169889288,0.518987648,33915,206.6474802,0.76426488,0.96049636,0.923838579,0.006669356,0.002996733,0.85347772],
[33547,653.512,213.7540709,199.9257014,1.069167543,0.353836994,33832,206.6721244,0.783570411,0.987089244,0.966868717,0.006371779,0.003434872,0.934835117],
[33560,669.259,227.9361768,187.8565921,1.213352027,0.566352488,33897,206.7121649,0.739858907,0.941549974,0.906886164,0.0067919,0.002833885,0.822442514],
[33576,666.339,224.5887253,190.4630178,1.179172355,0.529912303,33927,206.7614349,0.761792399,0.950272923,0.920622505,0.006688966,0.002963911,0.847545797],
[33583,657.754,221.7110512,192.9504091,1.149057171,0.492559596,33868,206.7829868,0.775302429,0.975444036,0.93266883,0.006601883,0.003081467,0.869871147],
[33584,658.848,223.7351826,191.3544824,1.169218404,0.518178984,33884,206.7860655,0.748056576,0.972236276,0.924244739,0.006661958,0.002998676,0.854228338],
[33607,690.171,214.7652972,199.5241432,1.076387518,0.369995763,34162,206.8568621,0.770802752,0.886596875,0.963176382,0.006390493,0.003392637,0.927708744],
[33620,670.224,222.7760833,192.2260318,1.158927754,0.505431801,34012,206.8968668,0.783244805,0.940519106,0.928721179,0.006626296,0.003040829,0.862523029],
[33623,659.408,217.371862,197.0837827,1.102941394,0.421848171,33918,206.9060976,0.793238493,0.97171275,0.951853178,0.006464975,0.003273607,0.906024472],
[33631,669.076,224.8894003,190.753366,1.178953771,0.52966059,34009,206.9307109,0.762884493,0.94405814,0.92014435,0.006686967,0.002956874,0.846665624],
[33639,663.03,224.6629064,190.8531005,1.177150939,0.52757456,33919,206.9553214,0.78625187,0.961582569,0.921181537,0.006678644,0.002966531,0.848575424],
[33717,664.363,231.6225255,185.6531262,1.247609077,0.597950376,33985,207.1951199,0.766225798,0.959948457,0.894537867,0.006869607,0.002713355,0.800197996],
[33731,671.696,231.1720126,186.1264562,1.242015871,0.593081148,34073,207.2381313,0.803214668,0.939493017,0.896467219,0.006853399,0.002730382,0.803653475],
[33736,655.729,221.390268,194.1359516,1.140387786,0.480682529,33988,207.2534904,0.786863834,0.985949497,0.936145442,0.006562434,0.003108981,0.876368289],
[33794,665.826,218.999894,196.5777218,1.114062631,0.440779117,34127,207.4315723,0.77773175,0.957917183,0.947176588,0.006480437,0.003217421,0.897143488],
[33809,669.341,230.2474971,187.1642998,1.230189184,0.582426873,34143,207.4776031,0.784067718,0.948303455,0.901106877,0.006810243,0.002769795,0.811993604],
[33824,656.339,220.7538648,195.2815454,1.130438948,0.466327555,34079,207.5236236,0.788438228,0.986684731,0.940067907,0.006526545,0.003144127,0.883727669],
[33838,661.029,222.9735137,193.4836383,1.152415344,0.497013692,34146,207.5665669,0.782128328,0.973135967,0.930902346,0.006589441,0.003052424,0.866579178],
[33845,670.945,226.3816048,190.5214245,1.188221248,0.540110507,34159,207.5880353,0.763926508,0.944779673,0.916982789,0.006688775,0.002917233,0.840857435],
[33849,669.571,221.610481,194.6713489,1.138382624,0.477854006,34239,207.6003019,0.786271777,0.948773259,0.93678016,0.006547032,0.003110104,0.877557069],
[33858,664.46,234.3350014,184.1392916,1.27259641,0.618486935,34142,207.6278992,0.781254326,0.963681409,0.886030247,0.006921112,0.002631175,0.785049599],
[33860,683.315,225.5350154,191.5211613,1.177598412,0.528093987,34319,207.6340314,0.77518315,0.911286442,0.920628804,0.00666081,0.002951515,0.847557394],
[33864,662.898,221.2164258,195.0635178,1.134073805,0.471666862,34167,207.6462953,0.771600437,0.968399824,0.938656768,0.006532495,0.00312814,0.881076528],
[33866,668.421,230.9311586,186.8608751,1.23584543,0.587584681,34171,207.652427,0.799933862,0.952518888,0.899196229,0.006818968,0.002749896,0.808553858],
[33876,666.966,228.1491732,189.1647868,1.20608691,0.559059342,34211,207.6830826,0.788272251,0.95696179,0.910295136,0.006734832,0.002852564,0.828637234],
[33930,666.214,224.1509688,192.8605622,1.162243676,0.50961126,34251,207.8485452,0.76272901,0.960652272,0.927270341,0.006606277,0.003012742,0.859830285],
[33946,667.313,231.5425397,187.0289921,1.238003462,0.589522187,34246,207.8975459,0.791226721,0.957942188,0.897880563,0.006820908,0.002734615,0.806189505],
[33946,668.564,234.754845,184.2937385,1.273808035,0.619435383,34280,207.8975459,0.761530869,0.954360587,0.885594271,0.006915538,0.002623886,0.784277214],
[33961,690.353,238.1924989,181.6542972,1.311240651,0.646827292,34379,207.9434735,0.770405154,0.895463526,0.87300597,0.007013707,0.002513022,0.762139423],
[33961,667.497,233.113834,185.7332978,1.255099849,0.604309903,34279,207.9434735,0.771192406,0.957837195,0.892025454,0.006864163,0.002680874,0.79570941],
[33969,666.389,222.3618326,194.7690372,1.141669311,0.482473841,34260,207.9679641,0.764705882,0.961251403,0.935268259,0.006546022,0.003089598,0.874726717],
[33972,672.812,232.9882693,185.9156247,1.25319359,0.602708675,34349,207.9771473,0.785661425,0.943069114,0.892650724,0.006858244,0.00268608,0.796825316],
[33993,669.092,219.7505747,197.0923214,1.114962639,0.442251584,34299,208.0414186,0.778228022,0.954174231,0.946716153,0.006464583,0.003203313,0.896271473],
[33996,663.743,223.0963581,194.3808765,1.147727915,0.490774479,34285,208.0505986,0.764693974,0.969700851,0.932559367,0.00656243,0.003061614,0.869666974],
[34004,659.963,229.0597505,189.1650397,1.210898964,0.563915151,34277,208.0750765,0.781970795,0.981071581,0.908387772,0.006736259,0.00282933,0.825168345],
[34027,670.16,231.6577053,187.4123657,1.236085487,0.587801025,34334,208.1454347,0.778507367,0.952086748,0.898504258,0.006808056,0.002737054,0.807309902],
[34036,666.067,226.9280102,191.1104706,1.187417987,0.539222369,34369,208.1729597,0.753842746,0.964078826,0.917352422,0.006667294,0.002912555,0.841535465],
[34051,677.272,227.6209458,190.6640036,1.193832824,0.546225424,34502,208.2188266,0.757901531,0.932853601,0.914761275,0.006684707,0.002887309,0.83678819],
[34053,671.582,232.4361441,186.7914403,1.24436186,0.595136326,34362,208.2249414,0.743986367,0.948783552,0.895837186,0.006825717,0.002711717,0.802524265],
[34060,662.146,220.4383774,196.882203,1.119646032,0.449779934,34367,208.2463418,0.789083496,0.976218398,0.944691865,0.00647206,0.003179677,0.892442719],
[34082,668.346,230.626947,188.3912829,1.22419118,0.576827653,34364,208.3135861,0.801740767,0.958809282,0.903249117,0.006766826,0.002778401,0.815858967],
[34097,680.595,227.819142,190.8101712,1.193957013,0.54635901,34502,208.359422,0.762250738,0.925014467,0.914582595,0.006681501,0.00288367,0.836461323],
[34104,667.289,229.478736,189.5440417,1.210688207,0.563704561,34421,208.3808087,0.798426745,0.962470112,0.908061515,0.006728792,0.002822136,0.824575715],
[34113,673.914,221.2423662,196.5103818,1.125855866,0.459431581,34492,208.4083026,0.77466164,0.943888774,0.941990931,0.006485573,0.003150032,0.887346915],
[34130,666.585,235.5413478,184.7780345,1.274725908,0.620151121,34392,208.4602256,0.795515465,0.965239485,0.885026037,0.006901299,0.002611769,0.783271086],
[34131,668.091,224.3380186,193.8042127,1.157549753,0.503674085,34473,208.4632795,0.770625423,0.960920889,0.929237411,0.006572852,0.003023015,0.863482166],
[34151,674.271,231.5136009,188.035623,1.231222027,0.583377426,34580,208.524348,0.750455974,0.943939862,0.900700206,0.006779116,0.002752161,0.811260861],
